			
335.333	0.1433	2.45875e+06	352338.875
335.667	0.145355	2.45918e+06	357454.1089
336	0.147436	2.45962e+06	362636.5343
336.333	0.149541	2.46005e+06	367878.3371
336.667	0.151671	2.46048e+06	373183.4621
337	0.153826	2.46092e+06	378553.4799
337.333	0.156007	2.46135e+06	383987.8295
337.667	0.158214	2.46178e+06	389488.0609
338	0.160446	2.46221e+06	395051.7457
338.333	0.162705	2.46265e+06	400685.4683
338.667	0.164991	2.46308e+06	406386.0323
339	0.167303	2.46351e+06	412152.6135
339.333	0.169642	2.46394e+06	417987.7095
339.667	0.172009	2.46437e+06	423893.8193
340	0.174403	2.4648e+06	429868.5144
340.333	0.176824	2.46523e+06	435911.8295
340.667	0.179274	2.46566e+06	442028.7308
341	0.181751	2.46609e+06	448214.3236
341.333	0.184258	2.46652e+06	454476.0422
341.667	0.186793	2.46695e+06	460808.9914
342	0.189357	2.46738e+06	467215.6747
342.333	0.19195	2.46781e+06	473696.1295
342.667	0.194573	2.46824e+06	480252.8615
343	0.197225	2.46867e+06	486883.4408
343.333	0.199907	2.46909e+06	493588.3746
343.667	0.20262	2.46952e+06	500374.1424
344	0.205363	2.46995e+06	507236.3419
344.333	0.208138	2.47038e+06	514179.9524
344.667	0.210943	2.4708e+06	521197.9644
345	0.213779	2.47123e+06	528297.0782
345.333	0.216648	2.47165e+06	535478.0292
345.667	0.219548	2.47208e+06	542740.2198
346	0.22248	2.47251e+06	550084.0248
346.333	0.225445	2.47293e+06	557509.7039
346.667	0.228442	2.47336e+06	565019.3051
347	0.231472	2.47378e+06	572610.8042
347.333	0.234536	2.47421e+06	580291.3166
347.667	0.237633	2.47463e+06	588053.7508
348	0.240764	2.47505e+06	595902.9382
348.333	0.24393	2.47548e+06	603843.8364
348.667	0.247129	2.4759e+06	611866.6911
349	0.250364	2.47632e+06	619981.3805
349.333	0.253633	2.47675e+06	628185.5328
349.667	0.256938	2.47717e+06	636479.1055
350	0.260278	2.47759e+06	644862.17
350.333	0.263654	2.47801e+06	653337.2485
350.667	0.267066	2.47843e+06	661904.3864
351	0.270515	2.47885e+06	670566.1078
351.333	0.274001	2.47928e+06	679325.1993
351.667	0.277523	2.4797e+06	688173.7831
352	0.281083	2.48012e+06	697119.57
352.333	0.284681	2.48054e+06	706162.6077
352.667	0.288316	2.48095e+06	715297.5802
353	0.29199	2.48137e+06	724535.2263
353.333	0.295703	2.48179e+06	733872.7484
353.667	0.299454	2.48221e+06	743307.7133
354	0.303245	2.48263e+06	752845.1344
354.333	0.307075	2.48305e+06	762482.5788
354.667	0.310945	2.48346e+06	772219.4697
355	0.314855	2.48388e+06	782062.0374
355.333	0.318806	2.4843e+06	792009.7458
355.667	0.322797	2.48471e+06	802056.9339
356	0.32683	2.48513e+06	812215.0379
356.333	0.330904	2.48555e+06	822478.4372
356.667	0.33502	2.48596e+06	832846.3192
357	0.339178	2.48638e+06	843325.3956
357.333	0.343378	2.48679e+06	853908.9766
357.667	0.347622	2.48721e+06	864608.9146
358	0.351908	2.48762e+06	875413.379
358.333	0.356238	2.48803e+06	886330.8311
358.667	0.360611	2.48845e+06	897362.443
359	0.365029	2.48886e+06	908506.0769
359.333	0.369491	2.48927e+06	919762.8616
359.667	0.373997	2.48968e+06	931132.851
360	0.378549	2.4901e+06	942624.8649
360.333	0.383147	2.49051e+06	954231.435
360.667	0.38779	2.49092e+06	965953.8668
361	0.392479	2.49133e+06	977794.7071
361.333	0.397215	2.49174e+06	989756.5041
361.667	0.401998	2.49215e+06	1001839.316
362	0.406828	2.49256e+06	1014043.2
362.333	0.411706	2.49297e+06	1026370.707
362.667	0.416631	2.49338e+06	1038819.403
363	0.421605	2.49378e+06	1051390.117
363.333	0.426627	2.49419e+06	1064088.797
363.667	0.431699	2.4946e+06	1076916.325
364	0.436819	2.49501e+06	1089867.773
364.333	0.44199	2.49541e+06	1102946.266
364.667	0.44721	2.49582e+06	1116155.662
365	0.452481	2.49623e+06	1129496.647
365.333	0.457803	2.49663e+06	1142964.704
365.667	0.463176	2.49704e+06	1156568.999
366	0.468601	2.49744e+06	1170302.881
366.333	0.474078	2.49785e+06	1184175.732
366.667	0.479607	2.49825e+06	1198178.188
367	0.485188	2.49865e+06	1212314.996
367.333	0.490823	2.49906e+06	1226596.126
367.667	0.496511	2.49946e+06	1241009.384
368	0.502253	2.49986e+06	1255562.185
368.333	0.508049	2.50026e+06	1270254.593
368.667	0.5139	2.50067e+06	1285094.313
369	0.519806	2.50107e+06	1300071.192
369.333	0.525767	2.50147e+06	1315190.377
369.667	0.531784	2.50187e+06	1330454.436
370	0.537858	2.50227e+06	1345865.938
370.333	0.543987	2.50267e+06	1361419.945
370.667	0.550174	2.50307e+06	1377124.034
371	0.556418	2.50346e+06	1392970.206
371.333	0.56272	2.50386e+06	1408972.099
371.667	0.569081	2.50426e+06	1425126.785
372	0.575499	2.50466e+06	1441429.325
372.333	0.581977	2.50505e+06	1457881.484
372.667	0.588514	2.50545e+06	1474492.401
373	0.595111	2.50585e+06	1491258.899
373.333	0.601768	2.50624e+06	1508175.032
373.667	0.608486	2.50664e+06	1525255.347
374	0.615265	2.50703e+06	1542487.813
374.333	0.622105	2.50743e+06	1559884.74
374.667	0.629007	2.50782e+06	1577436.335
			
