125 2.005e+06 582.955
117.774 2.005e+06 578.666
110.966 2.005e+06 574.425
104.551 2.005e+06 570.235
98.5075 2.005e+06 566.093
92.813 2.005e+06 561.999
87.4478 2.005e+06 557.948
82.3926 2.005e+06 553.938
77.6298 2.005e+06 549.967
73.1422 2.005e+06 546.033
68.9141 2.005e+06 542.133
64.9303 2.005e+06 538.267
61.1769 2.005e+06 534.433
57.6404 2.005e+06 530.63
54.3084 2.005e+06 526.857
51.169 2.005e+06 523.114
48.211 2.005e+06 519.4
45.4241 2.005e+06 515.715
42.7983 2.005e+06 512.058
40.3242 2.005e+06 508.43
37.9932 2.005e+06 504.829
35.7969 2.005e+06 501.256
33.7276 2.005e+06 497.71
31.7779 2.005e+06 494.19
29.9409 2.005e+06 490.698
28.2101 2.005e+06 487.231
26.5793 2.005e+06 483.791
25.0429 2.005e+06 480.376
23.5952 2.005e+06 476.987
22.2312 2.005e+06 473.623
20.9461 2.005e+06 470.284
19.7353 2.005e+06 466.969
18.5944 2.005e+06 463.679
17.5195 2.005e+06 460.412
16.5068 2.005e+06 457.169
15.5526 2.005e+06 453.95
14.6535 2.005e+06 450.754
13.8064 2.005e+06 447.581
13.0083 2.005e+06 444.431
12.2564 2.005e+06 441.303
11.5479 2.005e+06 438.197
10.8803 2.005e+06 435.114
10.2513 2.005e+06 432.052
9.65874 2.005e+06 429.012
9.1004 2.005e+06 425.994
8.57433 2.005e+06 422.997
8.07867 2.005e+06 420.021
7.61166 2.005e+06 417.066
7.17165 2.005e+06 414.132
6.75708 2.005e+06 411.218
6.36647 2.005e+06 408.325
5.99845 2.005e+06 405.453
5.65169 2.005e+06 402.6
5.32498 2.005e+06 399.768
5.01716 2.005e+06 396.955
4.72713 2.005e+06 394.163
4.45387 2.005e+06 391.39
4.1964 2.005e+06 388.637
3.95382 2.005e+06 385.904
3.72526 2.005e+06 383.19
3.50992 2.005e+06 380.496
3.30702 2.005e+06 377.821
3.11585 2.005e+06 375.166
2.93573 2.005e+06 372.531
2.76602 2.005e+06 369.916
2.60613 2.005e+06 367.321
2.45547 2.005e+06 364.745
2.31353 2.005e+06 362.191
2.17979 2.005e+06 359.657
2.05378 2.005e+06 357.144
1.93506 2.005e+06 354.653
1.8232 2.005e+06 352.184
1.71781 2.005e+06 349.738
1.6185 2.005e+06 347.316
1.52494 2.005e+06 344.919
1.43679 2.005e+06 342.547
1.35373 2.005e+06 340.203
1.27548 2.005e+06 337.888
1.20175 2.005e+06 335.604
1.13228 2.005e+06 333.352
1.06682 2.005e+06 331.134
1.00515 2.005e+06 328.954
0.947048 2.005e+06 326.813
0.892301 2.005e+06 324.715
0.84072 2.005e+06 322.661
0.79212 2.005e+06 320.655
0.74633 2.005e+06 318.699
0.703187 2.005e+06 316.795
0.662538 2.005e+06 314.946
0.624238 2.005e+06 313.153
0.588153 2.005e+06 311.416
0.554153 2.005e+06 309.736
0.522119 2.005e+06 308.112
0.491937 2.005e+06 306.544
0.463499 2.005e+06 305.029
0.436706 2.005e+06 303.566
0.411461 2.005e+06 302.15
0.387676 2.005e+06 300.779
0.365265 2.005e+06 299.449
0.34415 2.005e+06 298.157
0.324256 2.005e+06 296.9
0.305512 2.005e+06 295.673
0.287851 2.005e+06 294.474
0.271211 2.005e+06 293.299
0.255533 2.005e+06 292.147
0.240761 2.005e+06 291.014
0.226844 2.005e+06 289.898
0.21373 2.005e+06 288.797
0.201375 2.005e+06 287.711
0.189734 2.005e+06 286.636
0.178766 2.005e+06 285.572
0.168432 2.005e+06 284.518
0.158696 2.005e+06 283.473
0.149522 2.005e+06 282.436
0.140878 2.005e+06 281.406
0.132735 2.005e+06 280.383
0.125062 2.005e+06 279.366
0.117832 2.005e+06 278.355
0.111021 2.005e+06 277.35
0.104603 2.005e+06 276.35
0.0985561 2.005e+06 275.355
0.0928588 2.005e+06 274.364
0.0874909 2.005e+06 273.378
0.0824333 2.005e+06 272.396
0.0776681 2.005e+06 271.419
0.0731783 2.005e+06 270.446
0.0689481 2.005e+06 269.476
0.0649624 2.005e+06 268.511
0.0612071 2.005e+06 267.549
0.0576689 2.005e+06 266.592
0.0543352 2.005e+06 265.638
0.0511942 2.005e+06 264.687
0.0482348 2.005e+06 263.741
0.0454465 2.005e+06 262.798
0.0428194 2.005e+06 261.858
0.0403441 2.005e+06 260.922
0.0380119 2.005e+06 259.989
0.0358146 2.005e+06 259.06
0.0337442 2.005e+06 258.135
0.0317936 2.005e+06 257.213
0.0299557 2.005e+06 256.294
0.028224 2.005e+06 255.378
0.0265925 2.005e+06 254.466
0.0250552 2.005e+06 253.558
0.0236069 2.005e+06 252.652
0.0222422 2.005e+06 251.75
0.0209564 2.005e+06 250.851
0.019745 2.005e+06 249.956
0.0186036 2.005e+06 249.063
0.0175282 2.005e+06 248.174
0.0165149 2.005e+06 247.288
0.0155602 2.005e+06 246.406
0.0146608 2.005e+06 245.526
0.0138133 2.005e+06 244.65
0.0130148 2.005e+06 243.777
0.0122624 2.005e+06 242.907
0.0115535 2.005e+06 242.04
0.0108857 2.005e+06 241.177
0.0102564 2.005e+06 240.316
0.00966351 2.005e+06 239.459
0.00910489 2.005e+06 238.604
0.00857856 2.005e+06 237.753
0.00808266 2.005e+06 236.905
0.00761542 2.005e+06 236.06
0.00717519 2.005e+06 235.218
0.00676042 2.005e+06 234.378
0.00636961 2.005e+06 233.542
0.00600141 2.005e+06 232.709
0.00565448 2.005e+06 231.879
0.00532761 2.005e+06 231.052
0.00501964 2.005e+06 230.228
0.00472947 2.005e+06 229.407
0.00445607 2.005e+06 228.589
0.00419848 2.005e+06 227.774
0.00395577 2.005e+06 226.961
0.0037271 2.005e+06 226.152
0.00351165 2.005e+06 225.345
0.00330865 2.005e+06 224.542
0.00311739 2.005e+06 223.741
0.00293718 2.005e+06 222.943
0.00276739 2.005e+06 222.148
0.00260741 2.005e+06 221.356
0.00245669 2.005e+06 220.567
0.00231467 2.005e+06 219.78
0.00218087 2.005e+06 218.996
0.0020548 2.005e+06 218.216
0.00193602 2.005e+06 217.438
0.0018241 2.005e+06 216.662
0.00171865 2.005e+06 215.89
0.0016193 2.005e+06 215.12
0.0015257 2.005e+06 214.353
0.0014375 2.005e+06 213.589
0.0013544 2.005e+06 212.827
0.00127611 2.005e+06 212.069
0.00120234 2.005e+06 211.312
0.00113284 2.005e+06 210.559
0.00106735 2.005e+06 209.808
0.00100565 2.005e+06 209.06
0.000947515 2.005e+06 208.315
0.000892742 2.005e+06 207.572
0.000841135 2.005e+06 206.833
125 2.01145e+06 583.211
117.774 2.01145e+06 578.914
110.966 2.01145e+06 574.666
104.551 2.01145e+06 570.468
98.5075 2.01145e+06 566.319
92.813 2.01145e+06 562.216
87.4478 2.01145e+06 558.158
82.3926 2.01145e+06 554.141
77.6298 2.01145e+06 550.164
73.1422 2.01145e+06 546.224
68.9141 2.01145e+06 542.318
64.9303 2.01145e+06 538.447
61.1769 2.01145e+06 534.608
